Registration No,Name,Preferred Course,UTME,Post-UTME,English,Maths,Physics,Chemistry,Biology,Agric,Civic Education,Geography,Economics,Government,Literature,admitted_department
REG2025_1963,Aisha Chukwu,Mathematics and Statistics,210,65,B2,A1,B3,C5,C5,C5,C6,C4,C4,B2,C5,Mathematics and Statistics
REG2025_1964,Funmi Ibrahim,Microbiology,176,38,D7,C4,E8,F9,E8,A1,B3,C6,C4,C4,B3,Microbiology
REG2025_1965,Tunde Okonkwo,Animal and Environmental Biology,216,61,C6,A1,B3,C4,B2,C4,B3,B3,B3,A1,B2,Animal and Environmental Biology
REG2025_1966,Blessing Okoro,Plant Science and Biotechnology,209,67,A1,A1,B2,B3,A1,C6,C6,B2,B3,B3,C4,Plant Science and Biotechnology
REG2025_1967,Aisha Okoro,Plant Science and Biotechnology,242,77,C6,C6,C5,A1,C6,C5,C6,A1,C6,A1,A1,Plant Science and Biotechnology
REG2025_1968,Tunde Ibrahim,Computer Science,167,33,D7,B2,E8,D7,F9,B3,B3,B2,B3,B3,C4,Applied Physics
REG2025_1969,Zainab Chukwu,Biochemistry,227,78,C6,B3,C5,C5,C5,C4,A1,B2,C6,B3,C6,Biochemistry
REG2025_1970,Blessing Adewale,Plant Science and Biotechnology,167,39,D7,C5,F9,E8,F9,B2,C4,A1,B3,C6,C5,Plant Science and Biotechnology
REG2025_1971,Aisha Ibrahim,Industrial Chemistry,238,72,C4,B3,C4,C4,C5,C5,C6,C6,B2,C4,C4,Industrial Chemistry
REG2025_1972,Funmi Muhammed,Biochemistry,230,72,C5,A1,B2,C5,B3,A1,C5,C5,B3,C5,B2,Animal and Environmental Biology
REG2025_1973,Zainab Ibrahim,Physics,145,40,F9,A1,E8,D7,E8,C4,B2,B3,C4,B2,C6,-
REG2025_1974,Tunde Chukwu,Mathematics and Statistics,147,58,D7,C6,E8,E8,D7,C4,C5,B3,B2,B3,B3,Mathematics and Statistics
REG2025_1975,Tunde Muhammed,Animal and Environmental Biology,207,64,B3,C4,C6,A1,A1,A1,B2,C4,C4,B3,B2,-
REG2025_1976,Funmi Ibrahim,Plant Science and Biotechnology,226,67,C4,C4,C4,C6,A1,C4,C4,B3,B2,C5,C6,Plant Science and Biotechnology
REG2025_1977,Seun Abubakar,Computer Science,141,47,F9,B2,F9,D7,E8,C4,A1,C5,B3,C4,A1,Computer Science
REG2025_1978,Ngozi Ibrahim,Applied Physics,172,33,F9,C5,E8,F9,E8,B3,C4,B3,A1,B2,B3,Applied Physics
REG2025_1979,Zainab Abubakar,Biochemistry,240,78,C6,C4,C6,C6,C6,A1,A1,C4,C6,C4,C4,Biochemistry
REG2025_1980,Aisha Okonkwo,Plant Science and Biotechnology,227,60,C6,C6,A1,C5,A1,C4,B2,C6,B2,C5,C4,Plant Science and Biotechnology
REG2025_1981,Seun Ojo,Industrial Chemistry,236,69,C5,A1,B3,C5,C6,C6,C4,C4,B2,A1,C6,Industrial Chemistry
REG2025_1982,Funmi Adeyemi,Biochemistry,125,55,F9,C5,E8,F9,E8,C6,B3,C5,B2,B3,B2,Biochemistry
REG2025_1983,Chika Muhammed,Physics,170,43,F9,C4,F9,E8,E8,C6,C6,C5,B3,C4,C5,Animal and Environmental Biology
REG2025_1984,Ifeanyi Muhammed,Applied Physics,120,39,D7,A1,F9,F9,D7,C5,C6,A1,B3,C5,C4,Applied Physics
REG2025_1985,Aisha Muhammed,Physics,186,36,F9,C6,F9,E8,E8,C4,B2,C6,B3,C5,C4,Physics
REG2025_1986,Uche Ojo,Mathematics and Statistics,215,65,B3,B3,C5,C4,C5,C6,B3,A1,C5,B3,A1,Mathematics and Statistics
REG2025_1987,Ngozi Okonkwo,Computer Science,261,81,C6,B2,C4,B3,B3,C5,A1,B3,C4,C4,B2,Computer Science
REG2025_1988,Aisha Okoro,Industrial Chemistry,228,72,B2,B2,C6,B3,C5,C5,C4,C5,C6,A1,C5,Industrial Chemistry
REG2025_1989,Ifeanyi Adewale,Biochemistry,250,71,B2,C5,C6,C4,C5,B2,B2,C4,C5,B3,C4,Biochemistry
REG2025_1990,Chika Ojo,Animal and Environmental Biology,232,64,C6,C4,C5,B2,C5,B3,B2,C4,C6,C4,C5,-
REG2025_1991,Zainab Ojo,Plant Science and Biotechnology,139,41,E8,B3,F9,F9,F9,C4,C6,A1,C4,C5,C4,Plant Science and Biotechnology
REG2025_1992,Ifeanyi Muhammed,Microbiology,138,57,E8,B3,E8,F9,E8,C5,B3,B2,A1,B2,C5,Mathematics and Statistics
REG2025_1993,Uche Okonkwo,Microbiology,150,31,D7,C5,E8,E8,E8,A1,B2,B2,C6,C5,A1,Animal and Environmental Biology
REG2025_1994,Zainab Ibrahim,Animal and Environmental Biology,248,75,A1,C4,B3,C6,C4,C6,B2,C4,A1,C5,B3,Animal and Environmental Biology
REG2025_1995,Chika Balogun,Biochemistry,143,42,D7,A1,F9,E8,D7,B3,B3,C6,C4,A1,B3,Biochemistry
REG2025_1996,Zainab Okoro,Mathematics and Statistics,206,68,B2,B3,A1,C4,C5,A1,C4,C4,C4,C6,B3,Plant Science and Biotechnology
REG2025_1997,Ifeanyi Balogun,Applied Physics,224,68,C5,A1,A1,A1,C4,C4,B3,A1,C4,C5,B3,Applied Physics
REG2025_1998,Aisha Adewale,Applied Physics,241,74,B3,C5,C4,B2,C6,A1,A1,C6,B2,C6,A1,Mathematics and Statistics
REG2025_1999,Zainab Adeyemi,Plant Science and Biotechnology,207,61,C6,A1,A1,A1,C6,A1,C6,C4,C5,B3,A1,Plant Science and Biotechnology
